NCO_2015_Code,Occupation_Title,NCO_2004_Code
2641.0100,"2451.10 
Authors, 
Journalists and 
Other Writers",2641.99
7132.0203,"Auto Body 
Technician/Denter",7213.03
7313.1306,"Auto Engine 
Repair Technician",7213.02
7231.0107,"Auto Service 
Technician (Two 
and Three 
Wheelers)",7231.05
7132.0205,"Auto Spray 
Painter/Painter",7132.02
8131.3501,"8154.30 
Occupational 
Title 
NCO",2015
3139.1501,"Automated Optical 
Inspection 
Machine Operator",3113.08
7412.0103,"Automation 
Specialist",7412.01
2144.0800,"2145.42 
Automotive Body 
Painting 
Technician",7132.02
7231.0103,"Automotive Body 
Technician Level 4",7231.01
3115.0201,"3115.20 
Automotive Paint 
Shop Assistant",7132.09
7421.1201,"Ayah, Domestic",5311.04
5311.0100,"5131.10 
Back Sizer",8152.21
2131.1200,"2211.85 
Bagpipe Maker",7312.16
4419.0400,"4190.55 
Baker (Baking 
Products)",7512.01
7512.9900,"7412.90 
Bale Breaker 
Tenter, 
Cotton/Blow 
Room Operator",7318.09
8131.5900,"8159.34 
Ball Filling 
Machine Operator",7223.25
7223.2600,"8211.64 
Ball Mill Operator 
(Cement & 
Ceramics)",8181.24
8159.0300,"8269.30 
Bamboo Grower",6112.07
6111.0901,"Band Builder (Tyre 
Building)",8141.19
8172.0300,"8141.25 
Bandroll and 
Labelling Machine 
Operator",8131.46
4311.0200,"4121.30 
Bank Tellers and 
Related Clerks, 
Other",4211.99
8111.2400,"7111.76 
Barber",5141.03
7412.0104,"Bare Foot 
Technician (BFT)",3142.02
7535.1100,"7441.34 
Barman",5132.01
7321.1700,"7343.60 
Barrel-Lathe 
Operator, Outside 
(Wood Container)",8172.09
7317.0700,"7424.30 
Basketry Weavers, 
Brush Makers and 
Related Workers, 
Other",7317.99
8181.2100,"8139.10 
Batch Still 
Operator, 
Chemical",3133.04
8114.0200,"8212.20 
Batching Worker, 
Wool",7318.10
5142.0700,"5141.80 
Bathroom and 
Kitchen Designer",3432.05
8212.0100,"8282.10 
Battery Repairer",8212.03
7419.0500,"7249.50 
Bead Maker 
(Glass)",7315.10
8141.0600,"8231.35 
Occupational 
Title 
NCO",2015
7318.5000,"7432.42 
Bearer, 
Domestic/Househ
old Workers",5131.03
7233.0301,"Beaterman, Paper 
Pulp",3139.02
5142.0100,"5141.30 
Beauticians and 
Related Workers, 
Others",5142.99
6123.0101,"6123.10 
Bellhop (Hotel & 
Restaurant)",9621.04
7312.0500,"7312.22 
Belt Conveyor 
Maintenance",7233.04
7536.2600,"7442.83 
Belt Press 
Operator 
(Abrasive)",8122.74
7315.0700,"7322.22 
Bending Machine 
Operator",7223.20
7516.0700,"7416.40 
Bill and Accounts 
Collector",4311.07
4214.0100,"4215.10 
Bill Poster",9510.02
4132.1400,"4114.40 
Biographer",2633.02
2131.0100,"2211.10 
Biologists, 
Botanists, 
Zoologists and 
Related 
Professionals, 
Other",2131.99
2143.0200,"2149.17 
Bio-Medical 
Equipment 
Technician",3211.02
8342.1800,"8332.60 
Blacksmith",7221.01
7221.9900,"7221.90 
Occupational 
Title 
NCO",2015
3122.6504,Blade Sawyer,8189.04
8171.0900,"8142.50 
Bleaching 
Operator, 
Chemical",3133.06
8154.9900,"8264.90 
Blender 
(Petroleum 
Refining)",3134.05
7516.0300,"7416.20 
Blocking 
Supervisor",3122.65
3212.0602,"Blood Donor Unit 
Assistant",3412.01
7315.0100,"7322.10 
Blower, 
Laboratory 
Apparatus",7315.02
8181.0100,"8131.10 
Blue Printer",3118.09
8350.0600,"8340.40 
Body Builder, 
Automobile",7522.06
7522.0800,"7422.30 
Body Shop In-
Charge",3115.01
7214.0300,"7214.30 
Boiler House 
Operatives",8182.04
7214.0500,"7214.50 
Boiler Supervisor",3122.16
8182.0200,"8162.20 
Boiler, Fireman",8182.03
8182.0100,"8162.10 
Boiling In-Charge",7313.25
3133.0300,"8152.65 
Occupational 
Title 
NCO",2015
7323.0100,"7345.10 
Book Binders and 
Related Workers, 
Other",7323.99
7323.0400,"7345.40 
Book Mender",7323.03
4212.0100,"4211.60 
Booking Clerk, 
Transport/Concier
ge",4221.04
4311.0101,"4121.10 
Bookkeeping 
Machine Operator",4132.13
4212.0200,"4213.10 
Bookmakers, 
Croupiers and 
Related Gaming 
Workers, Other",4212.99
8342.1000,"8332.28 
Boot Polisher",9510.01
2131.0400,"2211.35 
Bottle Blowing 
Machine Operator 
(Plastic)",8142.07
8160.8100,"8278.55 
Bottling Plant In-
Charge",8160.80
7313.1504,"Box Assembly 
Operator",8212.22
8131.4500,"8222.60 
Box Filling 
Machine Operator 
(Match)",8131.43
8131.2600,"8153.30 
Box Making 
Machine Operator 
(Match)",8131.42
8212.1607,"Braid Maker, Hand",7318.67
7322.1000,"7341.80 
Braille and Talking 
Books Clerk",4411.02
4414.0100,"4144.10 
Braille Typist",4131.04
7231.0105,"Braker, Passenger 
Train",8312.05
5112.0300,"5112.30 
Brand Manager",3339.02
7312.1700,"7312.60 
Bratticeman",8111.21
7212.0500,"7212.50 
Breaker Feeder, 
Jute",7318.38
8160.6800,"8278.10 
Bricklayer (Brick & 
Tile)",8181.19
7112.0300,"7122.30 
Bricklayerer, 
Construction",7112.02
7112.9900,"7122.90 
Bricks and Tile 
Moulder, Hand",7314.07
8343.1300,"8333.38 
Briefing Assistant",3341.11
8131.3200,"8153.80 
Briner",7511.04
3114.0804,"Broadcasting and 
Audiovisual 
Technicians, Other",3521.99
3311.0100,"3411.10 
Broom Maker",7317.10
7317.1400,"7424.65 
Occupational 
Title 
NCO",2015
7317.1300,"7424.60 
Brushing 
Machineman 
(Textile)",8154.24
3122.6506,"BSS Support 
Engineer",3114.06
8342.0600,"8332.20 
Budder",6112.04
2659.0700,"3474.42 
Builders, 
Traditional 
Materials, Other",7111.99
7411.9900,"7137.90 
Building 
Architects, Other",2161.99
5153.9900,"9141.90 
Building 
Construction 
Labourers, Other",9313.99
7119.9900,"7129.90 
Building Insulator, 
Hand",7124.01
8183.0100,"8290.30 
Bulb Crop 
Cultivator",6111.14
8342.0101,"8332.10 
Burner Cement",8181.31
8331.9900,"8323.90 
Bus Conductor",5112.10
4419.0102,"Business 
Development 
Executive",2433.06
7511.0100,"7411.10 
Butchers, 
Fishmongers and 
Related Food 
Preparers, Other",7511.99
5131.0100,"5123.10 
Occupational 
Title 
NCO",2015
7513.0300,"7413.30 
Button Hole 
Maker",7532.12
8153.0200,"8263.20 
Button Maker",8142.12
8153.0400,"8263.40 
Buyer",3323.01
3323.9900,"3416.90 
Cabinet Maker",7522.02
7522.9900,"7422.90 
Cable Jointer",7422.08
8212.1100,"8283.50 
Cable Television 
Installer",7422.12
9621.0300,"9151.30 
Calendar Machine 
Operator",8141.01
8154.1800,"8264.78 
Calenderman, 
Handmade Paper",8171.24
3139.0500,"8143.65 
Calibration 
Engineer",7311.10
7311.1001,"Calibrator 
(Instrument & 
Apparatus)",7311.10
8212.0600,"8282.60 
Calibrator, Glass",7311.09
7311.1100,"7311.70 
Delivery 
Management Cell 
Agent",3339.06
8189.0301,"Cameraman, 
Animation",3521.03
7321.1200,"7343.30 
Occupational 
Title 
NCO",2015
7318.0100,"7332.10 
Candle Moulder",7318.02
7512.0500,"7412.30 
Cane Carrier 
Driver, Mill House",8160.43
6210.0800,"6141.45 
Caner",7317.06
7514.0900,"7414.52 
Canvasser, Sales",3322.03
7531.0900,"7433.50 
Capping Machine 
Operator",8212.19
3152.0100,"3142.10 
Caption Writer",2431.03
8322.9900,"8322.90 
Carbonation Man",8160.49
8160.5000,"8276.79 
Carbonator 
Machine 
Attendant",8160.82
8154.0700,"8264.64 
Card Cutter",8152.04
8143.0100,"8253.10 
Cardiac Care 
Technician",3211.08
2212.0500,"2221.50 
Cardtenter, 
Cotton/Carding 
Tenter",7318.27
5153.0100,"9141.10 
Caretaker, Burial 
Places and 
Cremation 
Grounds",5153.03
5153.0200,"9141.20 
Carpenter Worker, 
Boat Building",7115.11
7115.1200,"7124.70 
Carpenter, 
Construction",7115.02
7115.0100,"7124.10 
Carpenter,",7115.03
7115.0400,"7124.30 
Carpenters and 
Joiners 
Operatives, Other",7115.99
7318.6000,"7432.60 
Carpet Embosser",7318.61
7318.6200,"7432.62 
Carpet Weaver 
(Carpet & Rug)",7318.03
7318.5900,"7432.59 
Carrier Attendant 
(Telephone) and 
Telegraph",7422.07
9332.0200,"9332.20 
Cartographer",2165.01
2165.9900,"2148.90 
Cartoonist",2651.06
7532.0300,"7435.18 
Cashier, Bank",4211.02
4211.0302,"Cashier, General",4211.01
8114.0500,"8212.50 
Caster, Pottery 
and Porcelain",7314.02
8121.4400,"8122.77 
Casting Line In-
Charge",3122.44
3122.4402,"Casting Machine 
Operator",8189.05
8121.4300,"8122.76 
Casting or Foundry 
Assistant/Helper",8121.33
7211.0201,"Caulker, Boat 
Building",7115.13
8171.0800,"8142.45 
Occupational 
Title 
NCO",2015
7411.0102,CCTV Supervisor,5414.01
8131.8200,"8159.84 
Cellophane Bag 
Maker, Machine",8143.03
8114.9900,"8212.90 
Cement Finisher",7114.02
8113.0400,"8113.25 
Cementer (Plastic)",8142.15
3135.3100,"8122.72 
Centrifugal Man",8160.40
2141.2300,"2149.72 
Certified Training 
Assessor",2320.01
2612.0800,"2422.70 
Char Dust Cleaner 
and Salvager",9111.02
2166.0206,"Charcoal Burner, 
Beehive Kiln 
(Chemical)",8131.56
6210.1700,"6142.10 
Charge Hand, Rack 
Wiring (Telephone 
Equipment) 
Manufacturing",3122.59
8121.3000,"8122.50 
Chauffer, Cab 
Driver",8322.01
8322.0101,"Check Flight 
Engineer",3153.10
3153.0700,"3143.65 
Check Pilot",3153.02
9329.0400,"9322.70 
Checker 
(Ceramics)",7314.12
7513.0400,"7413.40 
Chemical 
Engineer, Drugs 
and Acids",2145.04
2145.0600,"2146.45 
Chemical 
Engineer, Food",2145.07
2145.0100,"2146.10 
Chemical 
Engineer, Paints 
and Varnish",2145.03
2145.0500,"2146.40 
Chemical 
Engineering 
Technicians, 
Other/Chemical 
Process 
Technicians",3116.99
2145.9900,"2146.90 
Chemical Process 
Operator 
(Radioactive 
Materials)",3133.07
3133.9900,"Chemical Products 
Machine 
Operators, Other",8131.99
3111.0400,"3111.35 
Chemist, 
Analytical",2113.05
2131.1300,"2212.10 
Chemist, Food",2131.14
2113.0800,"2113.80 
Chemist, General",2113.01
2113.0600,"2113.60 
Chemist, Inorganic",2113.03
2113.0200,"2113.20 
Chemist, 
Pharmaceuticals",2262.01
2262.0101,"Chemist, Physical",2113.04
3116.0600,"3116.60 
Occupational 
Title 
NCO",2015
2113.9900,"2113.90 
Chewing Tobacco 
Maker",7516.11
7317.1100,"7424.50 
Chief Engineer, 
Ship",3151.01
3153.0900,"3143.80 
Chief Librarian",1120.38
3153.0600,"3143.60 
Chief Officer, Ship",3152.02
3153.0100,"3143.10 
Chief Steward, 
Ship/Chief Cook",5111.01
2635.0500,"2446.42 
Child Care Worker",5311.02
5311.9900,"5131.90 
Child Welfare 
Organizer",2635.08
6111.1801,"Chipperman, 
Paper Pulp",8171.01
2264.0300,"3226.30 
Chocolate Maker",7512.08
8160.1800,"8274.40 
Choreographer",2653.01
2653.9900,"2454.90 
Cigar or Cheroot 
Roller",7516.05
7516.0600,"7416.35 
Cigarette Making 
Machine Operator",8160.88
3521.0900,"3132.40 
Cinematographer",3521.01
7321.0802,"Circular Saw 
Operator",8172.04
2659.0500,"3474.35 
Citrus Fruit",6111.11
2142.0200,"2142.20 
Civil Engineer, 
General",2142.01
2142.0600,"2142.50 
Civil Engineer, 
Irrigation",2142.04
2142.0900,"2142.70 
Civil Engineer, 
Railways",2142.07
2142.0300,"2142.30 
Civil Engineering 
Technicians, Other",3112.99
2142.9900,"2142.90 
Claims Inspector, 
Railways",3315.02
7312.1500,"7312.55 
Clay Maker 
(Pottery)",7314.11
8181.3200,"8139.82 
Clay Toy",7314.03
9112.0200,"9132.30 
Cleaner Motor 
Vehicle",7231.09
9111.0300,"9131.30 
Cleaner, Window",9122.01
5151.9900,"5121.90 
Clean-Up Artist",2166.02
4419.9900,"5132.90 
Clerk, Cost 
Accounting",4311.06
4110.0200,"4190.20 
Clerk, General 
110.0100",4190.10
8122.7800,"8223.78 
Clinical 
Psychologist",2634.06
2632.0300,"2442.25 
Cloth 
Examiner/Fabric 
Checker",7543.01
3113.0901,Cluster Manager,1330.07
7223.6002,"CNC Operator - 
Vertical Machining 
Centre",7223.50
7223.5005,"Coach Builder, 
Railway",7522.07
7531.0300,"7433.20 
Coating Machine 
Operator, 
Hardboard (Paper 
Goods)",8171.25
8212.1804,"Cobber, Mica",7542.03
6111.0851,Coding Clerk,4413.01
4132.0600,"4113.50 
Coding, 
Proofreading and 
Related Clerks, 
Others",4413.99
8160.6400,"8277.45 
Coffee Plantation 
Worker",6112.06
8160.6500,"8277.50 
Coil Packaging 
Machine Operator 
Rolling Mills",3135.20
7412.0500,"7241.50 
Coin Collector",9623.02
7318.6300,"7432.63 
Coke Oven 
Operator, 
Controller",8131.49
5244.0203,Colour Key Artist,2166.05
7322.1400,"7346.40 
Colourist",2166.05
2642.0200,"2451.35 
Comb 
Minder/Combing 
Preparatory 
Operator",7318.34
8151.0500,"8261.30 
Commentary 
Writer",2642.04
2642.0600,"2451.60 
Commercial Artist",2166.01
5249.0202,"Commercial 
Manager 
(Zonal/Regional)",5249.02
3322.9900,"3415.90 
Commercial 
Traveller, General",3322.02
8331.0302,"Commercial 
Vehicle Driver 
Trainer",5165.01
2412.0600,"3411.40 
Communication 
Analyst",1330.01
3253.9900,"Community 
Service Provider",6116.01
4225.0100,"4221.30 
Component 
Preparation 
Operator",8212.16
7321.0400,"7341.30 
Compositor",2166.02
7321.0100,"7341.15 
Compounding 
Man (Match)",8131.05
8142.0600,"8232.30 
Computer 
Network and 
Systems 
Technician, Other",3513.99
2523.9900,"2139.90 
Computer 
Operator",4131.06
2512.0100,"2132.10 
Computer 
Programmers, 
Other",2514.99
3513.0200,"3121.30 
Computer System 
Hardware 
Analyst/Hardware",2523.02
3112.0500,"3112.50 
Conche Operator 
(Sugar & 
Confectionery)",7512.09
7122.0200,"7132.20 
Concrete Mixer 
Operator",8114.03
7114.0100,"7123.10 
Concrete Placers, 
Concrete Finishers 
and Related 
Workers, Other",7114.99
7514.0800,"7414.50 
Conditioner, 
Tobacco",7516.04
5112.0400,"5112.40 
Conductor, 
Auction Sale",3339.05
5112.0900,"5112.60 
Cone Operator 
(Mine & Quarry)",8112.12
5412.0300,"5162.30 
Occupational 
Title 
NCO",2015
9312.9900,"9312.90 
Construction 
Managers, Other",1323.99
9321.1300,"9322.85 
Continuous Curing 
Operator",8141.07
8131.4000,"8222.10 
Continuous Still 
Operator, 
Chemical",3133.05
3134.0100,"8155.10 
Contortionist",2659.04
1330.0200,"1226.70 
Control Man 
(Petroleum 
Refining)",3134.04
3521.1600,"3132.76 
Controller, Tram",4323.04
8131.3800,"8154.60 
Convertor 
Blower/Convertor 
Blower Technician",3135.06
3135.0700,"8121.40 
Conveyor 
Operation and 
Maintenance",7233.04
8342.1500,"8332.45 
Cook, Domestic",5120.03
7514.0700,"7414.40 
Cook, Institutional",5120.02
5120.0400,"5122.40 
Cooker (Silkworm)",7318.19
8160.1600,"8274.20 
Occupational 
Title 
NCO",2015
5120.9900,"5122.90 
Cooling Man 
(Glass)",7315.19
7522.1100,"7422.40 
Copy Holder",4110.04
4110.0300,"4190.30 
Coral Breaker",7541.03
8141.0200,"8231.15 
Core Analyst, 
Petrol and Natural 
Gas",3116.04
2153.0601,"Core Layer, 
Plywood",8172.12
8172.1100,"8141.70 
Core Maker, 
Machine",8121.46
7211.0500,"7211.50 
Core Maker, 
Vertical Pipe",7211.06
6111.1901,Coroner,2619.10
2411.0300,"2411.30 
Cotton Cultivator",6111.06
2423.0200,"2412.50 
Counsellor, 
Marriage and 
Family",2635.11
9321.1200,"9322.80 
Counter Moulder",7536.12
2619.0800,"2429.55 
Crabbing 
Machineman 
(Woollen Textile)",8154.25
8343.1600,"8333.60 
Crane Driver, 
Hammer Head",8343.10
8343.0200,"8333.12 
Crane Operator, 
Gantry",8343.06
8343.0400,"8333.16 
Crane Operator, 
Pneumatic",8343.03
8343.9900,"8333.90 
Occupational 
Title 
NCO",2015
2431.0700,"2451.52 
Credit and Loan 
Officers, Other",3312.99
8111.1600,"7111.55 
Crier, Auction",3339.04
2632.0500,"2442.40 
Critic",2641.02
5244.0201,"CRM Domestic 
Voice",5244.01
7318.6500,"7432.72 
Cropper",8154.22
8131.2800,"8153.50 
Crude Oil Treater 
(Petrol & Gas)",8131.31
7315.2200,"7329.10 
Crusher Operator, 
Chemical",8131.01
8160.3400,"8276.10 
Crystalizerman",8160.39
8131.6800,"8159.60 
Cultivator, Crop",6111.02
6111.0800,"6112.10 
Cultivator, General",6111.01
6111.1300,"6111.30 
Curator (Museum)",2621.02
7534.0400,"7437.40 
Customer Care 
Executive",5244.03
5244.0303,"Customer Care 
Executive 
(Relationship 
Centre)",5242.02
5242.0301,"Customer 
Inspection 
Technician",3113.07
5244.0103,"Customer 
Relationship 
Manager",3322.11
3351.9900,"3441.90 
Cutter Driver",8160.42
7532.1300,"7435.60 
Cutter, Fur",7531.15
7532.1000,"7435.45 
Cutter, Glass 
Bangles",7315.18
7532.1100,"7435.50 
Cutter, Goods and 
Garments 
(Leather)",7532.10
7536.0500,"7442.18 
Cutter, Hand 
(Textile Product)",7532.07
7532.0900,"7435.40 
Cutter, 
Machine/Cutter",8156.07
8171.1600,"8143.30 
Cutter, Paper Pulp",8171.05
8160.1700,"8274.30 
Cutting Machine 
Operator, Tobacco",8160.87
8212.0401,"Cutting, Lasting 
and Sewing 
Machine 
Operators, Other",8156.99
8141.2300,"8231.87 
Cylinder Borer",7223.18
8112.0400,"8112.30 
Cytologist",2131.03
4419.0600,"5132.10 
Dairy and 
Livestock 
Producers, Other",6121.99
6121.0601,"6121.35 
Occupational 
Title 
NCO",2015
8160.0500,"8272.30 
Dairy Products 
Makers, Others",7513.99
2132.0700,"2213.70 
Dairy Technologist",2141.19
7513.0100,"7413.10 
Damping Machine 
Attendant",8154.17
2654.0300,"2455.30 
Dancer",2653.03
7533.0600,"7436.35 
DAS Set-Top Box 
Installer and 
Service Technician",7422.12
2523.0100,"2131.20 
Data Entry Clerks, 
Other",4132.99
4132.0401,"4113.35 
Data Recovery",3512.01
2522.0100,"2139.30 
Database Design 
Analyst",2521.01
4214.9900,"4215.90 
Debt Recovery 
Agents",4214.02
3432.0200,"3471.10 
Decorator 
(Ceramics)",7316.08
3432.9900,"3471.90 
Deep Cell 
Attendant",7542.08
6223.9900,"6153.90 
De-Gummer, Silk",8154.06
7535.0400,"7441.20 
Dehairer, 
Machine/Dehairer 
Machine Operator",8155.01
8160.3200,"8275.72 
Occupational 
Title 
NCO",2015
7535.0600,"7441.24 
Delivery 
Associate/Two 
Wheeler Delivery 
Associate",8321.02
2632.0400,"2442.30 
Dent 
Remover/Auto 
Body Repair 
Technician/ 
Denter",7213.03
3251.0101,"3225.10 
Dental Assistants 
and Therapists, 
Other",3251.99
2261.9900,"2225.90 
Dentist",2261.01
8131.6700,"8159.58 
Deployment 
Engineer",2511.01
1324.1800,"1226.65 
Dermatologist",2212.02
8343.0900,"8333.28 
Derrickman",8113.02
2151.0201,Design Engineer,2152.05
2512.0601,"Design 
Engineer(Product 
Engineer)",2512.02
2163.0201,"Designer - 
Mechanical",2144.02
2166.0401,"Designer 
(Garment)",7532.01
2145.0200,"2146.20 
Designer, 
Electrical 
Engineering",2151.02
7532.0200,"7435.15 
Occupational 
Title 
NCO",2015
2144.0200,"2145.15 
Design-For-
Manufacture 
Engineer",2151.07
2152.0502,"Desktop 
Publishing 
Operator",3512.02
8321.0200,"8321.20 
Detective",3355.03
8132.0300,"7344.25 
Developer, 
Photographic",8132.02
9121.0100,"9133.10 
Diabetes Educator",3253.01
3212.0201,"3211.50 
Dialysis Technician 
Life Science 
Technicians, Other",3212.99
7313.1501,"Diamond Bagger 
and Flueter",9321.11
8111.0400,"8111.40 
Die Bonding 
Operator",8212.17
8121.4200,"8122.74 
Die Copying 
Machine 
Operator/Die 
Sinking Electric 
Discharge 
Machine Operator",7223.28
3115.1200,"3115.50 
Die Maker",7222.05
7222.0600,"7222.60 
Dietician Assistant",2265.02
2265.0200,"3223.20 
Dieticians and 
Nutritionists, 
Other",2265.99
3139.0100,"8142.20 
Digester Operator, 
Wood",6210.18
9311.0200,"9311.20 
Digital 
Marketing/Social",2432.02
1112.0200,"1121.20 
Director 
Manufacturing",1120.18
1120.2600,"1215.40 
Director, Bank",1120.07
1120.2500,"1215.30 
Director, 
Construction",1120.13
1114.0300,"1143.10 
Director, 
Electricity",1120.04
1120.0500,"1211.50 
Director, 
Insurance",1120.08
1120.3000,"1217.20 
Director, Mines",1120.14
1120.3700,"1219.30 
Director, Music",2654.02
1120.3600,"1219.20 
Director, Quarry",1120.15
1120.3300,"1218.20 
Director, Research 
(Motion Picture, 
Radio & TV)",2654.04
1120.2200,"1214.60 
Director, Storage 
and Warehousing",1120.28
2654.0100,"2455.10 
Director, 
Transport",1120.24
1120.0600,"1211.60 
Director, Well 
Drilling",1120.16
1120.2100,"1214.50 
Disc Jockey",2656.02
8131.3000,"8153.65 
Disk Duplicator",3512.04
3254.9900,Distiller (Chemical),8131.39
6210.1900,"6142.30 
Distributor (Letter 
Press)",7321.03
5243.0401,"District and 
Session Judge",2612.03
7541.0200,"6152.40 
Diver, Pearl",7541.01
7223.2700,"8211.66 
Document 
Coder/Processor",2622.06
8152.0200,"7432.12 
Doffer, 
Spinning/Ring 
Spinning Doffer",7318.48
7533.1200,"7436.80 
Domestic and 
Related Helpers, 
Cleaners and",9111.99
4132.0402,"Domestic 
Housekeepers, 
Others",5152.99
3512.0101,Domestic Servant,9111.01
9629.9900,"9152.90 
Door-to-Door and 
Telephone Sales 
Persons, Other",5243.99
8160.3600,"8276.30 
Doubling Machine 
Operator (Textile)",8151.04
7523.1400,"7423.70 
Draftsman",3118.03
8342.0800,"8332.24 
Draughtperson, 
Architectural",3118.01
3118.0200,"3118.20 
Occupational 
Title 
NCO",2015
3118.0300,"3118.30 
Draughtperson, 
Mechanical",3118.04
3118.0500,"3118.50 
Draughtperson, 
Topographical",3118.06
3118.0402,Drawer (Glass),7315.09
8152.0100,"7432.10 
Drawing Tenter",8151.07
